ENTREZID;ENSEMBL;SYMBOL;GENENAME
3680;ENSG00000144668;ITGA9;integrin subunit alpha 9
10217;ENSG00000144677;CTDSPL;CTD small phosphatase like
407015;ENSG00000199075;MIR26A1;microRNA 26a-1
50853;ENSG00000136059;VILL;villin like
5333;ENSG00000187091;PLCD1;phospholipase C delta 1
9940;ENSG00000008226;DLEC1;DLEC1 cilia and flagella associated protein
30;ENSG00000060971;ACAA1;acetyl-CoA acyltransferase 1
4615;ENSG00000172936;MYD88;MYD88 innate immune signal transduction adaptor
9943;ENSG00000172939;OXSR1;oxidative stress responsive kinase 1
9390;ENSG00000172940;SLC22A13;solute carrier family 22 member 13
9389;ENSG00000144671;SLC22A14;solute carrier family 22 member 14
9942;ENSG00000093217;XYLB;xylulokinase
100128640;ENSG00000229589;ACVR2B-AS1;ACVR2B antisense RNA 1
93;ENSG00000114739;ACVR2B;activin A receptor type 2B
9941;ENSG00000157036;EXOG;exo/endonuclease G
6331;ENSG00000183873;SCN5A;sodium voltage-gated channel alpha subunit 5
6336;ENSG00000185313;SCN10A;sodium voltage-gated channel alpha subunit 10
11280;ENSG00000168356;SCN11A;sodium voltage-gated channel alpha subunit 11
57599;ENSG00000114742;WDR48;WD repeat domain 48
64689;ENSG00000114745;GORASP1;golgi reassembly stacking protein 1
199223;ENSG00000168026;TTC21A;tetratricopeptide repeat domain 21A
64651;ENSG00000144655;CSRNP1;cysteine and serine rich nuclear protein 1
165904;ENSG00000168334;XIRP1;xin actin binding repeat containing 1
729454;ENSG00000215034;DSTNP4;DSTN pseudogene 4
1524;ENSG00000168329;CX3CR1;C-X3-C motif chemokine receptor 1
1237;ENSG00000179934;CCR8;C-C motif chemokine receptor 8
54977;ENSG00000144659;SLC25A38;solute carrier family 25 member 38
3921;ENSG00000168028;RPSA;ribosomal protein SA
574040;ENSG00000206760;SNORA6;small nucleolar RNA, H/ACA box 6
6044;ENSG00000202363;SNORA62;small nucleolar RNA, H/ACA box 62
4336;ENSG00000168314;MOBP;myelin associated oligodendrocyte basic protein
25924;ENSG00000170011;MYRIP;myosin VIIA and Rab interacting protein
440952;ENSG00000280739;EIF1B-AS1;EIF1B antisense RNA 1
10289;ENSG00000114784;EIF1B;eukaryotic translation initiation factor 1B
956;ENSG00000168032;ENTPD3;ectonucleoside triphosphate diphosphohydrolase 3
285266;ENSG00000223797;ENTPD3-AS1;ENTPD3 antisense RNA 1
9045;ENSG00000188846;RPL14;ribosomal protein L14
285267;ENSG00000177873;ZNF619;zinc finger protein 619
253639;ENSG00000177842;ZNF620;zinc finger protein 620
285268;ENSG00000172888;ZNF621;zinc finger protein 621
1499;ENSG00000168036;CTNNB1;catenin beta 1
54986;ENSG00000168038;ULK4;unc-51 like kinase 4
100287063;NA;GEMIN2P2;gem nuclear organelle associated protein 2 pseudogene 2
22906;ENSG00000182606;TRAK1;trafficking kinesin protein 1
885;ENSG00000187094;CCK;cholecystokinin
131375;ENSG00000157093;LYZL4;lysozyme like 4
7433;ENSG00000114812;VIPR1;vasoactive intestinal peptide receptor 1
9117;ENSG00000093183;SEC22C;SEC22 homolog C, vesicle trafficking protein
51188;ENSG00000008324;SS18L2;SS18 like 2
4820;ENSG00000114857;NKTR;natural killer cell triggering receptor
92999;ENSG00000114853;ZBTB47;zinc finger and BTB domain containing 47
131377;ENSG00000157119;KLHL40;kelch like family member 40
57467;ENSG00000010282;HHATL;hedgehog acyltransferase like
152206;ENSG00000244607;CCDC13;coiled-coil domain containing 13
25994;ENSG00000181061;HIGD1A;HIG1 hypoxia inducible domain family member 1A
1238;ENSG00000144648;ACKR2;atypical chemokine receptor 2
1582;ENSG00000180432;CYP8B1;cytochrome P450 family 8 subfamily B member 1
389114;ENSG00000182983;ZNF662;zinc finger protein 662
100506275;ENSG00000206552;KRBOX1-AS1;KRBOX1 antisense RNA 1
100506243;ENSG00000240747;KRBOX1;KRAB box domain containing 1
729085;ENSG00000144649;GASK1A;golgi associated kinase 1A
84892;ENSG00000144647;POMGNT2;protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
54861;ENSG00000163788;SNRK;SNF related kinase
55129;ENSG00000160746;ANO10;anoctamin 10
51099;ENSG00000011198;ABHD5;abhydrolase domain containing 5, lysophosphatidic acid acyltransferase
406929;ENSG00000207954;MIR138-1;microRNA 138-1
375337;ENSG00000173769;TOPAZ1;testis and ovary specific PAZ domain containing 1
285343;ENSG00000179152;TCAIM;T cell activation inhibitor, mitochondrial
100506301;NA;NA;NA
100506319;ENSG00000283036;LINC01988;long intergenic non-protein coding RNA 1988
353274;ENSG00000185219;ZNF445;zinc finger protein 445
353274;ENSG00000283034;ZNF445;zinc finger protein 445
285346;ENSG00000178917;ZNF852;zinc finger protein 852
285346;ENSG00000281626;ZNF852;zinc finger protein 852
55888;ENSG00000196345;ZKSCAN7;zinc finger with KRAB and SCAN domains 7
55888;ENSG00000281894;ZKSCAN7;zinc finger with KRAB and SCAN domains 7
285349;ENSG00000144792;ZNF660;zinc finger protein 660
285349;ENSG00000280661;ZNF660;zinc finger protein 660
10168;ENSG00000186448;ZNF197;zinc finger protein 197
10168;ENSG00000281709;ZNF197;zinc finger protein 197
7584;ENSG00000169981;ZNF35;zinc finger protein 35
7584;ENSG00000281306;ZNF35;zinc finger protein 35
91392;ENSG00000196653;ZNF502;zinc finger protein 502
91392;ENSG00000281448;ZNF502;zinc finger protein 502
115560;ENSG00000186446;ZNF501;zinc finger protein 501
115560;ENSG00000281661;ZNF501;zinc finger protein 501
57456;ENSG00000163807;KIAA1143;KIAA1143
57456;ENSG00000281665;KIAA1143;KIAA1143
56992;ENSG00000163808;KIF15;kinesin family member 15
56992;ENSG00000280610;KIF15;kinesin family member 15
693149;ENSG00000284498;MIR564;microRNA 564
693149;ENSG00000284275;MIR564;microRNA 564
131616;ENSG00000169964;TMEM42;transmembrane protein 42
131616;ENSG00000280516;TMEM42;transmembrane protein 42
7047;ENSG00000163810;TGM4;transglutaminase 4
7047;ENSG00000281886;TGM4;transglutaminase 4
51304;ENSG00000163812;ZDHHC3;zinc finger DHHC-type palmitoyltransferase 3
23016;ENSG00000075914;EXOSC7;exosome component 7
7123;ENSG00000163815;CLEC3B;C-type lectin domain family 3 member B
64866;ENSG00000163814;CDCP1;CUB domain containing protein 1
25907;ENSG00000249992;TMEM158;transmembrane protein 158
23395;ENSG00000011376;LARS2;leucyl-tRNA synthetase 2, mitochondrial
8994;ENSG00000144791;LIMD1;LIM domains containing 1
644714;NA;LIMD1-AS1;LIMD1 antisense RNA 1
22908;ENSG00000211456;SACM1L;SAC1 like phosphatidylinositide phosphatase
54716;ENSG00000163817;SLC6A20;solute carrier family 6 member 20
54585;ENSG00000163818;LZTFL1;leucine zipper transcription factor like 1
10803;ENSG00000173585;CCR9;C-C motif chemokine receptor 9
79443;ENSG00000163820;FYCO1;FYVE and coiled-coil domain autophagy adaptor 1
10663;ENSG00000172215;CXCR6;C-X-C motif chemokine receptor 6
2829;ENSG00000173578;XCR1;X-C motif chemokine receptor 1
1230;ENSG00000163823;CCR1;C-C motif chemokine receptor 1
1232;ENSG00000183625;CCR3;C-C motif chemokine receptor 3
729230;ENSG00000121807;CCR2;C-C motif chemokine receptor 2
1234;ENSG00000160791;CCR5;C-C motif chemokine receptor 5
9034;ENSG00000121797;CCRL2;C-C motif chemokine receptor like 2
4057;ENSG00000012223;LTF;lactotransferrin
83597;ENSG00000163825;RTP3;receptor transporter protein 3
79442;ENSG00000163827;LRRC2;leucine rich repeat containing 2
100506485;NA;NA;NA
6997;ENSG00000241186;TDGF1;teratocarcinoma-derived growth factor 1
100506505;NA;NA;NA
259173;ENSG00000178038;ALS2CL;ALS2 C-terminal like
259236;ENSG00000181585;TMIE;transmembrane inner ear
29122;ENSG00000283706;PRSS50;serine protease 50
100287362;ENSG00000261603;PRSS46P;serine protease 46, pseudogene
377047;ENSG00000188086;PRSS45P;serine protease 45, pseudogene
100288960;ENSG00000286651;PRSS43P;serine protease 43, pseudogene
729756;NA;PRSS44P;serine protease 44, pseudogene
339906;ENSG00000178055;PRSS42P;serine protease 42, pseudogene
4634;ENSG00000160808;MYL3;myosin light chain 3
5745;ENSG00000160801;PTH1R;parathyroid hormone 1 receptor
151903;ENSG00000160799;CCDC12;coiled-coil domain containing 12
23218;ENSG00000160796;NBEAL2;neurobeachin like 2
100129354;NA;NRADDP;neurotrophin receptor associated death domain, pseudogene
29072;ENSG00000181555;SETD2;SET domain containing 2, histone lysine methyltransferase
285352;NA;KIF9-AS1;KIF9 antisense RNA 1
64147;ENSG00000088727;KIF9;kinesin family member 9
23276;ENSG00000114648;KLHL18;kelch like family member 18
25930;ENSG00000076201;PTPN23;protein tyrosine phosphatase non-receptor type 23
22937;ENSG00000114650;SCAP;SREBF chaperone
54859;ENSG00000163832;ELP6;elongator acetyltransferase complex subunit 6
10675;ENSG00000114646;CSPG5;chondroitin sulfate proteoglycan 5
6599;ENSG00000173473;SMARCC1;SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
100506614;NA;NA;NA
22907;ENSG00000132153;DHX30;DExH-box helicase 30
100302232;ENSG00000221585;MIR1226;microRNA 1226
4134;ENSG00000047849;MAP4;microtubule associated protein 4
993;ENSG00000164045;CDC25A;cell division cycle 25A
820;ENSG00000164047;CAMP;cathelicidin antimicrobial peptide
51385;ENSG00000164048;ZNF589;zinc finger protein 589
10201;ENSG00000172113;NME6;NME/NM23 nucleoside diphosphate kinase 6
646424;ENSG00000229453;SPINK8;serine peptidase inhibitor Kazal type 8 (putative)
100313840;ENSG00000252466;MIR2115;microRNA 2115
285231;ENSG00000164049;FBXW12;F-box and WD repeat domain containing 12
5364;ENSG00000164050;PLXNB1;plexin B1
79714;ENSG00000164051;CCDC51;coiled-coil domain containing 51
51372;ENSG00000232112;TMA7;translation machinery associated 7 homolog
84126;ENSG00000164053;ATRIP;ATR interacting protein
11277;ENSG00000213689;TREX1;three prime repair exonuclease 1
51246;ENSG00000164054;SHISA5;shisa family member 5
5210;ENSG00000114268;PFKFB4;6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4
90226;ENSG00000145040;UCN2;urocortin 2
1294;ENSG00000114270;COL7A1;collagen type VII alpha 1 chain
100313843;ENSG00000284251;MIR711;microRNA 711
7384;ENSG00000010256;UQCRC1;ubiquinol-cytochrome c reductase core protein 1
440955;ENSG00000183396;TMEM89;transmembrane protein 89
65010;ENSG00000225697;SLC26A6;solute carrier family 26 member 6
1951;ENSG00000008300;CELSR3;cadherin EGF LAG seven-pass G-type receptor 3
51517;ENSG00000213672;NCKIPSD;NCK interacting protein with SH3 domain
51447;ENSG00000068745;IP6K2;inositol hexakisphosphate kinase 2
5576;ENSG00000114302;PRKAR2A;protein kinase cAMP-dependent type II regulatory subunit alpha
100506637;ENSG00000224424;PRKAR2A-AS1;PRKAR2A antisense RNA 1
788;ENSG00000178537;SLC25A20;solute carrier family 25 member 20
646450;NA;ARIH2OS;ARIH2 opposite strand lncRNA
10425;ENSG00000177479;ARIH2;ariadne RBR E3 ubiquitin protein ligase 2
100506651;NA;NA;NA
54681;ENSG00000178467;P4HTM;prolyl 4-hydroxylase, transmembrane
11180;ENSG00000178252;WDR6;WD repeat domain 6
55152;ENSG00000178149;DALRD3;DALR anticodon binding domain containing 3
494337;ENSG00000199032;MIR425;microRNA 425
25915;ENSG00000178057;NDUFAF3;NADH:ubiquinone oxidoreductase complex assembly factor 3
406966;ENSG00000207605;MIR191;microRNA 191
3615;ENSG00000178035;IMPDH2;inosine monophosphate dehydrogenase 2
54870;ENSG00000198218;QRICH1;glutamine rich 1
5859;ENSG00000172053;QARS1;glutaminyl-tRNA synthetase 1
10869;ENSG00000172046;USP19;ubiquitin specific peptidase 19
3913;ENSG00000172037;LAMB2;laminin subunit beta 2
22973;NA;LAMB2P1;laminin subunit beta 2 pseudogene 1
64925;ENSG00000177352;CCDC71;coiled-coil domain containing 71
200942;ENSG00000185909;KLHDC8B;kelch domain containing 8B
646498;ENSG00000236980;C3orf84;chromosome 3 open reading frame 84
339834;ENSG00000173421;IHO1;interactor of HORMAD1 1
474171;NA;NA;NA
375341;ENSG00000188315;C3orf62;chromosome 3 open reading frame 62
100422952;ENSG00000264633;MIR4271;microRNA 4271
7375;ENSG00000114316;USP4;ubiquitin specific peptidase 4
100289130;NA;NA;NA
2876;ENSG00000233276;GPX1;glutathione peroxidase 1
387;ENSG00000067560;RHOA;ras homolog family member A
6988;ENSG00000145022;TCTA;T cell leukemia translocation altered
275;ENSG00000145020;AMT;aminomethyltransferase
84276;ENSG00000145029;NICN1;nicolin 1
1605;ENSG00000173402;DAG1;dystroglycan 1
8927;ENSG00000164061;BSN;bassoon presynaptic cytomatrix protein
327;ENSG00000164062;APEH;acylaminoacyl-peptide hydrolase
4485;ENSG00000173531;MST1;macrophage stimulating 1
63891;ENSG00000164068;RNF123;ring finger protein 123
386724;ENSG00000176020;AMIGO3;adhesion molecule with Ig like domain 3
29925;ENSG00000173540;GMPPB;GDP-mannose pyrophosphorylase B
9807;ENSG00000176095;IP6K1;inositol hexakisphosphate kinase 1
100506738;NA;NA;NA
389118;ENSG00000187492;CDHR4;cadherin related family member 4
389119;ENSG00000185614;INKA1;inka box actin regulator 1
7318;ENSG00000182179;UBA7;ubiquitin like modifier activating enzyme 7
10293;ENSG00000183763;TRAIP;TRAF interacting protein
79012;ENSG00000164076;CAMKV;CaM kinase like vesicle associated
4486;ENSG00000164078;MST1R;macrophage stimulating 1 receptor
84315;ENSG00000164077;MON1A;MON1 homolog A, secretory trafficking associated
10180;ENSG00000004534;RBM6;RNA binding motif protein 6
100506758;NA;NA;NA
10181;ENSG00000003756;RBM5;RNA binding motif protein 5
100129060;ENSG00000235016;SEMA3F-AS1;SEMA3F antisense RNA 1
6405;ENSG00000001617;SEMA3F;semaphorin 3F
693151;NA;NA;NA
2779;ENSG00000114349;GNAT1;G protein subunit alpha transducin 1
10991;ENSG00000188338;SLC38A3;solute carrier family 38 member 3
2771;ENSG00000114353;GNAI2;G protein subunit alpha i2
7869;ENSG00000012171;SEMA3B;semaphorin 3B
132228;ENSG00000179564;LSMEM2;leucine rich single-pass membrane protein 2
7866;ENSG00000214706;IFRD2;interferon related developmental regulator 2
8372;ENSG00000186792;HYAL3;hyaluronidase 3
24142;ENSG00000243477;NAA80;N-alpha-acetyltransferase 80, NatH catalytic subunit
3373;ENSG00000114378;HYAL1;hyaluronidase 1
8692;ENSG00000068001;HYAL2;hyaluronidase 2
11334;ENSG00000114383;TUSC2;tumor suppressor 2, mitochondrial calcium regulator
11186;ENSG00000068028;RASSF1;Ras association domain family member 1
51364;ENSG00000004838;ZMYND10;zinc finger MYND-type containing 10
10641;ENSG00000114388;NPRL2;NPR2 like, GATOR1 complex subunit
11068;ENSG00000114395;CYB561D2;cytochrome b561 family member D2
11068;ENSG00000271858;CYB561D2;cytochrome b561 family member D2
11070;ENSG00000126062;TMEM115;transmembrane protein 115
9254;ENSG00000007402;CACNA2D2;calcium voltage-gated channel auxiliary subunit alpha2delta 2
100506825;NA;NA;NA
100506802;NA;NA;NA
51161;ENSG00000088543;C3orf18;chromosome 3 open reading frame 18
51409;ENSG00000114735;HEMK1;HemK methyltransferase family member 1
1154;ENSG00000114737;CISH;cytokine inducible SH2 containing protein
7867;ENSG00000114738;MAPKAPK3;MAPK activated protein kinase 3
1795;ENSG00000088538;DOCK3;dedicator of cytokinesis 3
7873;ENSG00000145050;MANF;mesencephalic astrocyte derived neurotrophic factor
29890;ENSG00000259956;RBM15B;RNA binding motif protein 15B
9730;ENSG00000145041;DCAF1;DDB1 and CUL4 associated factor 1
23132;ENSG00000164080;RAD54L2;RAD54 like 2
51368;ENSG00000164081;TEX264;testis expressed 264, ER-phagy receptor
2912;ENSG00000164082;GRM2;glutamate metabotropic receptor 2
440956;ENSG00000214686;IQCF6;IQ motif containing F6
100506840;ENSG00000224792;IQCF4P;IQ motif containing F4, pseudogene
401067;ENSG00000229972;IQCF3;IQ motif containing F3
389123;ENSG00000184345;IQCF2;IQ motif containing F2
389124;ENSG00000214681;IQCF5;IQ motif containing F5
132141;ENSG00000173389;IQCF1;IQ motif containing F1
9136;ENSG00000114767;RRP9;ribosomal RNA processing 9, U3 small nucleolar RNA binding protein
10039;ENSG00000041880;PARP3;poly(ADP-ribose) polymerase family member 3
118442;ENSG00000180929;GPR62;G protein-coupled receptor 62
57060;ENSG00000090097;PCBP4;poly(rC) binding protein 4
84836;ENSG00000114779;ABHD14B;abhydrolase domain containing 14B
25864;ENSG00000248487;ABHD14A;abhydrolase domain containing 14A
95;ENSG00000243989;ACY1;aminoacylase 1
6159;ENSG00000162244;RPL29;ribosomal protein L29
1849;ENSG00000164086;DUSP7;dual specificity phosphatase 7
100128378;NA;LINC00696;long intergenic non-protein coding RNA 696
25886;ENSG00000164087;POC1A;POC1 centriolar protein A
211;ENSG00000023330;ALAS1;5'-aminolevulinate synthase 1
54106;ENSG00000239732;TLR9;toll like receptor 9
11344;ENSG00000247596;TWF2;twinfilin actin binding protein 2
132160;ENSG00000164088;PPM1M;protein phosphatase, Mg2+/Mn2+ dependent 1M
80335;ENSG00000164091;WDR82;WD repeat domain 82
406890;ENSG00000199150;MIRLET7G;microRNA let-7g
132158;ENSG00000168237;GLYCTK;glycerate kinase
406925;ENSG00000207926;MIR135A1;microRNA 135a-1
25981;ENSG00000114841;DNAH1;dynein axonemal heavy chain 1
8314;ENSG00000163930;BAP1;BRCA1 associated protein 1
51533;ENSG00000010318;PHF7;PHD finger protein 7
56920;ENSG00000010319;SEMA3G;semaphorin 3G
7134;ENSG00000114854;TNNC1;troponin C1, slow skeletal and cardiac type
11188;ENSG00000010322;NISCH;nischarin
23166;ENSG00000010327;STAB1;stabilin 1
64943;ENSG00000168268;NT5DC2;5'-nucleotidase domain containing 2
440957;ENSG00000168273;SMIM4;small integral membrane protein 4
55193;ENSG00000163939;PBRM1;polybromo 1
100506856;NA;NA;NA
26354;ENSG00000163938;GNL3;G protein nucleolar 3
692089;ENSG00000212493;SNORD19;small nucleolar RNA, C/D box 19
100113381;ENSG00000238862;SNORD19B;small nucleolar RNA, C/D box 19B
692109;ENSG00000212452;SNORD69;small nucleolar RNA, C/D box 69
55830;ENSG00000016864;GLT8D1;glycosyltransferase 8 domain containing 1
28972;ENSG00000114902;SPCS1;signal peptidase complex subunit 1
6787;ENSG00000114904;NEK4;NIMA related kinase 4
3697;ENSG00000055957;ITIH1;inter-alpha-trypsin inhibitor heavy chain 1
3699;ENSG00000162267;ITIH3;inter-alpha-trypsin inhibitor heavy chain 3
3700;ENSG00000055955;ITIH4;inter-alpha-trypsin inhibitor heavy chain 4
389125;ENSG00000272573;MUSTN1;musculoskeletal, embryonic nuclear protein 1
375346;ENSG00000213533;STIMATE;STIM activating enhancer
51460;ENSG00000163935;SFMBT1;Scm like with four mbt domains 1
401068;NA;NA;NA
91869;ENSG00000163933;RFT1;RFT1 homolog
5580;ENSG00000163932;PRKCD;protein kinase C delta
7086;ENSG00000163931;TKT;transketolase
55802;ENSG00000272886;DCP1A;decapping mRNA 1A
776;ENSG00000157388;CACNA1D;calcium voltage-gated channel subunit alpha1 D
55349;ENSG00000016391;CHDH;choline dehydrogenase
55540;ENSG00000056736;IL17RB;interleukin 17 receptor B
93973;ENSG00000113812;ACTR8;actin related protein 8
58515;ENSG00000113811;SELENOK;selenoprotein K
55799;ENSG00000157445;CACNA2D3;calcium voltage-gated channel auxiliary subunit alpha2delta 3
790952;ENSG00000265992;ESRG;embryonic stem cell related
57408;ENSG00000144771;LRTM1;leucine rich repeats and transmembrane domains 1
7474;ENSG00000114251;WNT5A;Wnt family member 5A
26059;ENSG00000187672;ERC2;ELKS/RAB6-interacting/CAST family member 2
711;ENSG00000281708;ERC2-IT1;ERC2 intronic transcript 1
285331;ENSG00000180376;CCDC66;coiled-coil domain containing 66
23272;ENSG00000163946;TASOR;transcription activation suppressor
50650;ENSG00000163947;ARHGEF3;Rho guanine nucleotide exchange factor 3
353324;ENSG00000186451;SPATA12;spermatogenesis associated 12
54756;ENSG00000144730;IL17RD;interleukin 17 receptor D
8820;ENSG00000163666;HESX1;HESX homeobox 1
26060;ENSG00000157500;APPL1;adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
142686;ENSG00000239388;ASB14;ankyrin repeat and SOCS box containing 14
201625;ENSG00000174844;DNAH12;dynein axonemal heavy chain 12
201626;ENSG00000174840;PDE12;phosphodiesterase 12
378;ENSG00000168374;ARF4;ADP ribosylation factor 4
201627;ENSG00000174839;DENND6A;DENN domain containing 6A
100287789;NA;NA;NA
7871;ENSG00000163681;SLMAP;sarcolemma associated protein
